"ID","Created Date","Updated Date","Owner","Song Title","Performer","Runtime","Location","Snippet(s) of relevant lyrics","Songwriter ","date written","genre","Keywords (type of worker, labor issues, etc)","Submitter Name","Submitter Email"
"24552400-3bf5-4950-abc6-6936b734764b",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Spirit of Mother Jones","Andy Irvine",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"248b2860-5b9d-4bdc-a7c9-c1f19f8e15f4",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Bread and Roses","Joe DeFilippo",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"256d15a7-59dd-4fe5-b0bd-fb9517cae3f1",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","For the Strike in Paterson",,,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"26e176d2-cfe1-42f9-8c00-8d75892e7a79",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Morning Train (Nine to Five)","Sheena Easton",,"https://www.youtube.com/watch?v=b8hbnFqe8aw","My baby takes the morning train
He works from 9 to 5 and then
He takes another home again
To find me waiting for him
My baby takes the morning train
He works from 9 to 5 and then
He takes another home again
To find me waiting for him","Florrie Palmer","1980","Pop",,,
"26e898bc-1e66-4733-85a9-060cc7103781",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Power to the Working Class","Smash The Banks Of Marble",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"27404cd1-beb9-4ac1-bea6-b35b9551b6ca",2022-12-05T21:56:52Z,2022-12-05T21:56:52Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","You, Me, and the Bourgeoisie","The Submarines",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"278c9c6a-4734-4ddc-b495-0b26562705b2",2022-12-05T21:56:52Z,2022-12-05T21:56:52Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Wreck Of The Edmund Fitzgerald ",,,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"28168c30-0466-4b78-ba10-abb3335f15e9",2023-05-22T21:02:41Z,2023-05-22T21:02:41Z,"e0de8187-2f90-40d9-9957-09e790024a8d","Bring Back the Eight Hour Day","Charlie King",,"https://youtu.be/Cl3b8iy8WfY",,,,"Folk",,"Garlock","cgarlock@gmail.com"
"29500e11-4f4b-4af9-8283-6fe6529c3d2b",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Bread and Roses","SongRise",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"29a22f5b-6773-4e5a-b447-db6976d1ab27",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","None of Us Are Free","DC Labor Chorus",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"29f873e9-546e-4831-9de2-7fd0bbe39347",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","De Paisano a Paisano  (From Countryman to Countryman)","Los Tigres Del Norte                       Translation:                                                                           
The Northern Tigers",,"https://www.youtube.com/watch?v=wuoWzK5oHqY ","De paisano a paisano antes de seguir
Cantando yo le pregunto al patrón, quien
Recoge la cosecha quien trabaja en la
Limpieza hoteles y restaurants y
Quien se mata trabajando en construcción
Mientras el patrón regaña tejiendo la
Telaraña en su lujosa mansión                                            Muchas veces ni nos pagan, para que
Sale la llaga como sale envenenada
Nos echan la inmigración si con mi
Canto pudiera derrumbaría las fronteras
Para que el mundo viviera con una
Sola bandera en una misma nación*                                                                                                                                              English Version (Translated)                                                          From countryman to countryman, before I continue
singing, I ask the boss, who picks
Pick the harvest, who does the
Cleaning, hotels and restaurants, and
who is killed working in construction
While the Boss scolds, weaving the
Web in his luxurious mansion.
Many times they do not pay us, so that when
We get sore and we come out poisoned
They throw us immigration                                                  Summary: 
The immigrant worker (from Mexico) works really hard in the fields, construction, housekeeping, and food industry only for the Boss to get richer. The part where it states “weaving the web” signifies how the Boss grows his wealth through the labor of the migrant Mexican workers. Also, when migrant Mexican workers are not able to work due to injury or sickness, the Boss responds with “Immigration”. Immigration in terms of deportation of these workers outside the United States into Mexico. 
                                                    ","Enrique Valencia","2002","Norteño / Mexican Cumbia",,,
"2ac0e52d-9bf9-49a7-84ed-30243b09a0b5",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Boom Gone Bust","James Keelaghan",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"2b50ddd7-7dad-4c7f-95ca-d8ec482fc78b",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Picket Line","Bobby DePace",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"2b57dce4-9406-4673-b711-a2b972a7cc8e",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Electoral College","Schoolhouse Rock",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"2b857d13-6b80-46e0-bd42-c65609d7d62d",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Superwoman","Alicia Keys",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"2bc2f97c-7021-417b-9a75-9724e04b995f",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","War on the Workers","Anne Feeney",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"2c1c50c4-2dee-4720-b452-063321d2dd17",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Hard Working Woman","Carey Bell",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"2d7c5922-e820-456a-9db7-0ec1b6da087b",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Beyond the Sea","Bobby Darin",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"2e999be5-0821-4611-a9af-fda7856ad1bc",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","4 Your Eyez Only","J. Cole",,"https://www.youtube.com/watch?v=M4Aob38jHJk","I try to find employment even if it's wiping toilets But these felonies be making life the hardest Resisting the temptation to run up and swipe a wallet Or run up on your yard, snatch your daughter bike and pawn it...                                                                                                                                                                       Older [people] I loved talked like they was above
Maintaining a timesheet, that's slow money                  Picked up the family business by the age of thirteen
Six years later was handed sentence","J. Cole","2015-2016","Hip Hop",,,
"2f250e33-76de-46d1-8ec7-5f6ef50f8c21",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Frederick Douglass","If There Is No Struggle There Is No Progress (Ossie Davis)"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"307fa66a-45f8-4669-9339-5eda1c54d550",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The “Essential Employee” Song",,,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"3099347d-b45b-41ff-b3f6-1718680efcd1",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","A Day In The Life","The Beatles",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"31626b34-987e-40d0-b852-471df7e86d79",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Working on the Highway","Bruce Springsteen","3:32:00","https://www.youtube.com/watch?v=kTfCRWpZVdM","I work for the county out on ninety five
All day I hold a red flag and watch the traffic pass me by
In my head I keep a picture of a pretty little miss
Someday, mister, I'm gonna lead a better life than this
Working on the highway, laying down the blacktop
Working on the highway, all day long I don't stop
Working on the highway, blasting through the bedrock
Working on the highway, working on the highway","Bruce Springsteen","1982","Classic Rock",,,
"32dcb7c0-d3f0-4f3c-a795-e63febf6fa21",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Stand","Lisa Bell (Stand movie title song)"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"32e0ce95-a0af-40f5-8307-9fce35b0b402",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Livin' On A Prayer","Bon Jovi",,"https://www.youtube.com/watch?v=lDK9QqIzhwk","Once upon a time not so long ago
Tommy used to work on the docks, union's been on strike
He's down on his luck, it's tough, so tough
Gina works the diner all day working for her man
She brings home her pay, for love, for love","Desmond Child / Jon Bon Jovi / Richard S Sambora","1986","Rock",,,
"33101c15-3249-4c34-939a-159201fb3c48",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Take Em Down Wisconsin Protests","Dropkick Murphys",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"331a5d0e-0aab-4493-9aa3-021c3882345e",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","El Pueblo Unido","Inti Illimani",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"3331861a-3dd1-4c26-ab7f-d24641244635",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Get Up Stand Up","Bob Marley"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"33646dec-470e-4772-9920-cd62ad2a2355",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Aragon Mill","Hazel Dickens",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"33aca979-e2d8-4eb4-b52b-bf8bf800778d",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Internationale ","Instrumental",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"33c80a30-2635-41b5-8d6c-21115b7c31f2",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","One Man Revolution","Tom Morello",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"34a92d94-4e6f-4c54-9606-4e10023f54b4",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Which Side Are You On","Natalie Merchant",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"35182e90-5c35-4752-9735-06644335c4e5",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Rebel Girl","Behind The Pieces (Official music video)",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"35dad898-5282-46b0-afed-fecef6c967ed",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Shower of Roses","studio 6.18.14",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"36cd1732-c6e0-4f92-8d88-1ede8891fff5",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Health Care Song","Charlotte Washington",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"3761d14a-d514-4733-b1e5-c9f5b4a140f6",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Lettin' Go","Janelle Monae","4:30:00","https://www.youtube.com/watch?v=0 xCLngEOSY","Oooh! I got a call today, from my job up the block
It was my boss to say, you know we like you a lot
But we don't need you J, you daydream too much,
Well man I'm glad ya'll let me go!
'Cause with no 9 to 5, it's a brand new day!
My rents due but I'm a party any way!
I feel so alive, stress just faded away!
It's time to live my own life!","Janelle Monae","2005","Hip-hop",,,
"3777f8ca-26e7-4d20-8fa2-48ac85833cfc",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","No nos moveran","Joan Baez",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"383309fd-c1a4-4554-a79e-c40e24c9f943",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Coal River","R.J. Phillips Band",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"387c7ce8-a54a-44c8-978b-0d433f3f32a1",2022-12-05T21:56:52Z,2022-12-05T21:56:52Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Working-Class Hero","John Lennon",,"https://youtu.be/D77dbv-xNfE","There's room at the top they're telling you still
But first you must learn how to smile as you kill
If you want to be like the folks on the hill

A working class hero is something to be","John Lennon","December 11, 1970 (Released)","Rock/Folk",,,
"38868810-081e-4e99-a43f-4a7136914241",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Boston Town","Della Mae",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"38d45bbb-5dd1-45aa-91e6-fd416cd00674",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Brave","Sara Bareilles",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"38e8e0a2-1e06-4e1c-89eb-3b0c71ad141d",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","One Love","Bob Marley",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"3951d920-5995-4629-b3f2-7652f2af5ba9",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Solidarity Forever","Pete Seeger",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"3ab9ffa6-3c86-4648-ab85-af26a2ccf563",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","In the Sweet Bye and Bye (Preacher and the Slave)","Pete Seeger",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"3bb81927-884a-46c7-b598-5b3f41f79e45",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Erie Canal","Bruce Springsteen",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"3c8e6395-f031-4cbb-a1fa-bc117a2a30f6",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Hard To Tell The Singer","R.J. Phillips Band",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"3cf5e972-d304-4caf-87de-b47fc0877a5e",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Cotton Fields","Lead Belly",,"https://www.youtube.com/watch?v=46h56pidCiE","Oh when them cotton balls get rotten, you can't pick very much cotton,
In them ole cotton fields back home
It was down in Louisiana, just a mile from Texarkana,
In them ole cotton fields back home
It may sound a little funny, but you didn't make very much money,
In them ole cotton fields back home
It may sound a little funny, but you didn't make very much money,
In them ole cotton fields back home
","Lead Belly","First recorded in 1940","Folk/blues",,,
"3df0f478-0a49-46f4-9098-97716d8f4b79",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Ever since the world ended","Mose Allison",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"3e50c2a5-b463-4bad-95d2-f4d05a02da0a",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","John Henry","Joe Jencks",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"3fcc6fcd-f1f0-4012-a648-06d05b6124d3",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Paradise ","Joe Uehlein",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"406495bc-5476-4eea-84b3-9e704e0b7994",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Money","Pink Floyd (Official Music Video)",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"42bea6b7-aa7f-45f6-bde3-d5732f95f0de",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Talking Union Voter","Pat Foster & Dick Weissman",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4319349f-6fa1-44c4-b54a-4e8d72512120",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Wabash Cannonball","Johnny Cash",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"435ec107-a5e9-4360-afe6-fd3bf80d7f7b",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Union Buster","Joe Glazer",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4365be9f-c97a-4a0d-a279-3c36d15fca68",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Which Side Are You On","Joe & The U Liners "," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4380f327-0faf-4cb2-a8e7-f77c76ea8c5c",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Men That Drive Me Places","Ben Rector",,"https://www.youtube.com/watch?v=cCX8mGUcyVo","Oh isn't that just the way it goes
You're dealt a good hand and you get celebrated
Oh how am I the only one who knows 
I'm half the man of the men who drive me places                                                    He said he'd love to fix computers, but that he can't until he's fluent
So he spends his driving money taking class at night","Ben Rector",,"Pop Rock",,,
"43c9187d-0355-486f-af52-dcbe49cd8eba",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Strike","UNION",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4498f2bb-c880-4655-8879-711939677d5e",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Have You Been to Jail for Justice (2004 Remaster)","Peter, Paul & Mary",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"451da22c-2cea-4a47-b50f-ae401080e532",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Red Flag","Billy Bragg",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4635137a-55c0-4e72-b337-fee042670926",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Talking Union","Pete Seeger (history of the song)",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"467dbb30-6dd6-44f6-97d6-dfaba838678a",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","John Brown's Body","Sonny Stitt",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"46ef3bc1-9750-4016-966b-ba4f3dec28e1",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","One Big Union","Matthew Grimm (Rising 2011 rock version)"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4759c674-dd35-4a83-8fb1-0dcc287ed7f7",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Night Falls","Tom Morello",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"47dde07d-3a10-449b-b21c-616731877f27",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Democracy","Leonard Cohen",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"47e7844e-8d5c-4f73-87a1-00389180ff69",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","59 Cents ","Working Woman Tribute",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"484d2d85-f3c9-4212-b0a7-626666a640db",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","None of Us Are Free","Luci Murphy",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"48ba3405-5b50-48c3-9cdf-d40eedb6033c",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Nos matan por ser mujeres","Karla Lara",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"48e1bcf0-5f48-440a-88e3-ebfd5de890d1",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Beautiful People","Marilyn Manson",,"https://www.youtube.com/watch?v=Ypkv0HeUvTc","Hey, you, what do you see? Something beautiful or something free? Hey, you, are you trying to be mean? If you live with apes, man, it's hard to be clean. The worms will live in every host It's hard to pick which one they hate the most. The horrible people, the horrible people! It's as anatomic as the size of your steeple. Capitalism has made it this way. Old-fashioned fascism will take it away!","Jeordie White & Marilyn Manson","1996(released)","Alternative Metal, Industrial Metal",,,
"4957e1a5-1a2f-4b1c-b3b3-9fc92f942957",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","I Am a Union Woman","Bobbie McGee",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"498bd5e8-0ca6-442d-81b5-78a83ab1e9cb",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Which Side Are You On","Die Commandantes",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"49a16d11-24f6-4df8-a578-f280ea421cd3",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Power to the Working Class","Fight Back",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"49d3502e-b5d4-42ca-9e48-c7d6d2316b54",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","It's a Man's Man's World","Etta James",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"49f6dc76-e8fe-4be9-b0e8-5001cdaf9495",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Johnny 99","Bruce Springsteen",,"https://www.youtube.com/watch?v=OQUcqK1Op6Y&pbjreload=10","Well they closed down the auto plant in Mahwah late that month, Ralph went out lookin' for a job but he couldn't find none          'Now judge, judge I had debts no honest man could pay, The bank was holdin' my mortgage and they were gonna take my house away' ","Bruce Springsteen","January 3, 1982","Heartland rock",,,
"4a64c99b-46ba-45bd-88e1-edf2290eab23",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Lives in the Balance","Jackson Brown",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4ae33a1b-c0dd-4399-ac17-e965821a1284",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Sick Note","Anne Feeney",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4afaca59-f54a-4b22-a1c5-8b892358a406",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Flint (For The Unemployed And Underpaid)","Sufjan Stevens",,"https://www.youtube.com/watch?v=qlPN7 h OYo","Since the first of June,
Lost my job and lost my room.
I pretend to try,
Even if I tried alone.I forgot the part
Use my hands to use my heart
Even if I died alone.","Sufjan Stevens","July 1st, 2003 (released)","Indie/Alternative/Folk",,,
"4b033fdf-31b2-499e-bf45-e1cf813e33e8",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Mellow Yellow","Donovan",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4b45ec57-abcc-4007-bd90-40a61122250a",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Respect","Jennifer Hudson"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4b63006d-e2bf-4ac9-be2f-2e9981404800",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Company Town","Joe DeFilippo",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4ba71721-be9d-4370-aabd-0a0269e31563",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","ABC","The Jackson 5",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4bd07eef-d304-4bde-a187-acf436ed372e",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","U.N.I.O.N","Lynn Marie Smith",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4c403368-5ea2-44cd-83b1-a19a4145c486",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Car Wash ","Rose Royce",,"https://www.youtube.com/watch?v=3v8I5egzoMo","Come, some of the work gets kinda hard
This ain't no place to be if you planned on bein' a star
Let me tell you it's always cool
And the boss don't mind sometimes if you act the fool

At the car wash
Whoa whoa whoa whoa
Talkin' about the car wash, girl
Come on, ya'all and sing it for me
(Car wash)
Ooh ooh ooh
(Car wash, girl)
","Norman Whitfiled","1975","Soul/R&B/Disco/Funk",,,
"4c77b5eb-dfdd-45fc-9bf6-f2e073222402",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","This May Be The Last Time","Anthony Hamilton with the Blind Boys of Alabama from Soundtrack for a Revolution",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4d2fc251-5d5a-46c5-93c1-5bafaabb7d76",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Coxey's Army","R.J. Phillips Band",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
